OBS,PURPOSE,LUGGAGE,AGE,GENDER,TRAIN_TIME,TRAIN_COST,TRAIN_HEADWAY,SM_TIME,SM_COST,SM_HEADWAY,CAR_TIME,CAR_COST,AV_TRAIN,AV_SM,AV_CAR,CHOICE
399,1,1,2,1,155,83,120,116,92,30,195,192,1,1,1,2
400,1,1,2,1,171,83,60,120,94,10,195,312,1,1,1,2
401,1,1,2,1,171,92,120,120,99,30,120,312,1,1,1,2
402,1,1,2,1,155,110,60,116,118,10,150,192,1,1,1,2
403,1,1,2,1,155,92,60,120,99,20,195,240,1,1,1,2
404,1,1,2,1,155,92,120,113,105,20,150,312,1,1,1,2
405,1,1,2,1,171,110,30,120,133,20,150,312,1,1,1,2
406,1,1,3,0,116,72,120,44,78,30,60,50,1,1,1,2
407,1,1,3,0,95,54,120,47,65,30,78,40,1,1,1,1
408,1,1,3,0,116,54,120,51,68,20,48,40,1,1,1,3
409,1,1,3,0,102,54,60,51,68,10,78,65,1,1,1,2
410,1,1,3,0,102,60,120,51,71,30,48,65,1,1,1,2
411,1,1,3,0,95,60,60,51,71,20,78,50,1,1,1,2
412,1,1,3,0,95,72,60,47,84,10,60,40,1,1,1,2
413,1,1,3,0,95,60,120,44,74,20,60,65,1,1,1,2
414,1,1,3,0,102,72,30,51,94,20,60,65,1,1,1,3
415,1,1,3,0,177,101,120,64,112,20,143,95,1,1,1,2
416,1,1,3,0,162,101,30,58,109,10,143,123,1,1,1,2
417,1,1,3,0,208,101,60,72,137,30,143,76,1,1,1,2
418,1,1,3,0,162,84,30,64,118,20,88,76,1,1,1,2
419,1,1,3,0,208,76,60,64,88,20,110,123,1,1,1,2
420,1,1,3,0,177,76,120,58,109,10,110,76,1,1,1,2
421,1,1,3,0,162,101,120,72,137,10,88,95,1,1,1,2
422,1,1,3,0,162,76,30,72,92,30,110,95,1,1,1,2
423,1,1,3,0,208,84,60,58,99,10,88,95,1,1,1,1
424,1,1,3,1,127,85,120,78,92,20,130,144,1,1,1,2
425,1,1,3,1,118,85,30,75,88,10,130,187,1,1,1,2
426,1,1,3,1,145,85,60,82,105,30,130,115,1,1,1,2
427,1,1,3,1,118,71,30,78,92,20,80,115,1,1,1,2
428,1,1,3,1,145,64,60,78,74,20,100,187,1,1,1,2
429,1,1,3,1,127,64,120,75,84,10,100,115,1,1,1,2
430,1,1,3,1,118,85,120,82,105,10,80,144,1,1,1,2
431,1,1,3,1,118,64,30,82,76,30,100,144,1,1,1,2
432,1,1,3,1,145,71,60,75,84,10,80,144,1,1,1,2
433,1,1,2,0,102,72,120,28,78,30,110,50,1,1,1,2
434,1,1,2,0,78,54,120,31,65,30,143,40,1,1,1,2
435,1,1,2,0,102,54,120,35,68,20,88,40,1,1,1,2
436,1,1,2,0,86,54,60,35,68,10,143,65,1,1,1,2
437,1,1,2,0,86,60,120,35,71,30,88,65,1,1,1,2
438,1,1,2,0,78,60,60,35,71,20,143,50,1,1,1,1
439,1,1,2,0,78,72,60,31,84,10,110,40,1,1,1,1
440,1,1,2,0,78,60,120,28,74,20,110,65,1,1,1,2
441,1,1,2,0,86,72,30,35,94,20,110,65,1,1,1,1
442,1,3,2,1,98,48,120,87,48,20,156,50,1,1,1,2
443,1,3,2,1,115,48,60,89,51,30,156,40,1,1,1,2
444,1,3,2,1,90,48,30,85,47,10,156,65,1,1,1,2
445,1,3,2,1,90,40,30,87,46,20,96,40,1,1,1,2
446,1,3,2,1,115,36,60,87,40,20,120,65,1,1,1,2
447,1,3,2,1,98,36,120,85,42,10,120,40,1,1,1,2
448,1,3,2,1,90,48,120,89,51,10,96,50,1,1,1,2
449,1,3,2,1,115,40,60,85,42,10,96,50,1,1,1,2
450,1,3,2,1,90,36,30,89,40,30,120,50,1,1,1,1
451,1,0,4,0,126,156,120,71,169,20,117,65,1,1,1,2
452,1,0,4,0,147,156,60,75,194,30,117,52,1,1,1,2
453,1,0,4,0,115,156,30,68,162,10,117,84,1,1,1,2
454,1,0,4,0,115,130,30,71,176,20,72,52,1,1,1,1
455,1,0,4,0,147,117,60,71,136,20,90,84,1,1,1,2
456,1,0,4,0,115,156,120,75,194,10,72,65,1,1,1,2
457,1,0,4,0,126,117,120,68,162,10,90,52,1,1,1,2
458,1,0,4,0,147,130,60,68,153,10,72,65,1,1,1,2
459,1,0,4,0,115,117,30,75,142,30,90,65,1,1,1,2
460,1,1,3,1,122,145,120,78,153,30,80,80,1,1,1,2
461,1,1,3,1,122,109,120,82,130,20,64,64,1,1,1,2
462,1,1,3,1,95,109,120,80,119,30,104,64,1,1,1,2
463,1,1,3,1,104,109,60,82,130,10,104,104,1,1,1,2
464,1,1,3,1,104,121,120,82,136,30,64,104,1,1,1,2
465,1,1,3,1,95,145,60,80,155,10,80,64,1,1,1,2
466,1,1,3,1,95,121,60,82,136,20,104,80,1,1,1,2
467,1,1,3,1,104,145,30,82,167,20,80,104,1,1,1,3
468,1,1,3,1,95,121,120,78,136,20,80,104,1,1,1,2
469,1,0,2,1,72,48,120,37,53,30,40,15,1,1,1,2
470,1,0,2,1,72,36,120,41,43,20,32,12,1,1,1,2
471,1,0,2,1,59,36,120,39,41,30,52,12,1,1,1,2
472,1,0,2,1,63,36,60,41,43,10,52,19,1,1,1,2
473,1,0,2,1,63,40,120,41,45,30,32,19,1,1,1,2
474,1,0,2,1,59,40,60,41,45,20,52,15,1,1,1,2
475,1,0,2,1,59,48,60,39,58,10,40,12,1,1,1,1
476,1,0,2,1,63,48,30,41,67,20,40,19,1,1,1,1
477,1,0,2,1,59,40,120,37,50,20,40,19,1,1,1,1
478,1,1,3,1,169,100,120,56,108,20,195,140,1,1,1,2
479,1,1,3,1,154,100,30,50,100,10,195,182,1,1,1,2
480,1,1,3,1,200,100,60,64,133,30,195,112,1,1,1,2
481,1,1,3,1,154,83,30,56,133,20,120,112,1,1,1,2
482,1,1,3,1,200,75,60,56,100,20,150,182,1,1,1,2
483,1,1,3,1,169,75,120,50,133,10,150,112,1,1,1,2
484,1,1,3,1,154,100,120,64,133,10,120,140,1,1,1,2
485,1,1,3,1,154,75,30,64,108,30,150,140,1,1,1,2
486,1,1,3,1,200,83,60,50,108,10,120,140,1,1,1,2
487,1,1,2,0,199,100,120,86,108,20,208,90,1,1,1,2
488,1,1,2,0,238,100,60,94,133,30,208,72,1,1,1,2
489,1,1,2,0,180,100,30,80,100,10,208,117,1,1,1,2
490,1,1,2,0,180,83,30,86,133,20,128,72,1,1,1,1
491,1,1,2,0,238,75,60,86,100,20,160,117,1,1,1,2
492,1,1,2,0,180,100,120,94,133,10,128,90,1,1,1,3
493,1,1,2,0,199,75,120,80,133,10,160,72,1,1,1,1
494,1,1,2,0,180,75,30,94,108,30,160,90,1,1,1,2
495,1,1,2,0,238,83,60,80,108,10,128,90,1,1,1,2
496,1,1,2,1,209,100,120,63,100,30,150,100,1,1,1,2
497,1,1,2,1,161,75,120,69,100,30,195,80,1,1,1,2
498,1,1,2,1,209,75,120,77,108,20,120,80,1,1,1,2
499,1,1,2,1,177,75,60,77,108,10,195,130,1,1,1,2
500,1,1,2,1,177,83,120,77,100,30,120,130,1,1,1,2
501,1,1,2,1,161,83,60,77,100,20,195,100,1,1,1,2
502,1,1,2,1,161,100,60,69,108,10,150,80,1,1,1,2
503,1,1,2,1,161,83,120,63,108,20,150,130,1,1,1,2
504,1,1,2,1,177,100,30,77,133,20,150,130,1,1,1,2
505,1,1,3,1,111,83,30,48,100,10,60,28,1,1,1,3
506,1,1,3,1,111,83,120,44,133,10,78,45,1,1,1,3
507,1,1,3,1,90,75,60,41,133,30,48,45,1,1,1,3
508,1,1,3,1,111,75,30,41,133,20,78,35,1,1,1,3
509,1,1,3,1,97,83,30,41,108,30,78,28,1,1,1,3
510,1,1,3,1,97,75,30,44,100,10,48,35,1,1,1,3
511,1,1,3,1,97,100,60,41,100,20,48,28,1,1,1,3
512,1,1,3,1,111,100,30,44,108,30,48,45,1,1,1,3
513,1,1,3,1,97,83,60,44,133,30,60,35,1,1,1,3
514,1,1,3,1,249,100,120,76,100,30,250,205,1,1,1,2
515,1,1,3,1,195,75,120,84,100,30,325,164,1,1,1,2
516,1,1,3,1,249,75,120,94,108,20,200,164,1,1,1,2
517,1,1,3,1,213,75,60,94,108,10,325,266,1,1,1,2
518,1,1,3,1,213,83,120,94,100,30,200,266,1,1,1,2
519,1,1,3,1,195,83,60,94,100,20,325,205,1,1,1,2
520,1,1,3,1,195,100,60,84,108,10,250,164,1,1,1,2
521,1,1,3,1,195,83,120,76,108,20,250,266,1,1,1,2
522,1,1,3,1,213,100,30,94,133,20,250,266,1,1,1,2
523,1,1,2,1,181,100,120,126,108,20,182,85,1,1,1,2
524,1,1,2,1,164,100,30,123,100,10,182,110,1,1,1,2
525,1,1,2,1,164,83,30,126,133,20,112,68,1,1,1,1
526,1,1,2,1,214,100,60,130,133,30,182,68,1,1,1,2
527,1,1,2,1,214,75,60,126,100,20,140,110,1,1,1,2
528,1,1,2,1,181,75,120,123,133,10,140,68,1,1,1,3
529,1,1,2,1,164,100,120,130,133,10,112,85,1,1,1,2
530,1,1,2,1,164,75,30,130,108,30,140,85,1,1,1,1
531,1,1,2,1,214,83,60,123,108,10,112,85,1,1,1,2
532,1,1,3,1,207,5040,120,78,5460,20,214,165,1,1,1,2
533,1,1,3,1,189,5040,30,70,5040,10,214,214,1,1,1,2
534,1,1,3,1,243,5040,60,88,6720,30,214,132,1,1,1,2
535,1,1,3,1,189,4200,30,78,6720,20,132,132,1,1,1,2
536,1,1,3,1,243,3780,60,78,5040,20,165,214,1,1,1,2
537,1,1,3,1,207,3780,120,70,6720,10,165,132,1,1,1,2
538,1,1,3,1,189,5040,120,88,6720,10,132,165,1,1,1,2
539,1,1,3,1,189,3780,30,88,5460,30,165,165,1,1,1,2
540,1,1,3,1,243,4200,60,70,5460,10,132,165,1,1,1,2
541,1,1,3,1,133,4200,30,61,5040,10,120,60,1,1,1,2
542,1,1,3,1,133,4200,120,57,6720,10,156,97,1,1,1,2
543,1,1,3,1,133,3780,30,54,6720,20,156,75,1,1,1,2
544,1,1,3,1,102,3780,60,54,6720,30,96,97,1,1,1,2
545,1,1,3,1,112,4200,30,54,5460,30,156,60,1,1,1,2
546,1,1,3,1,112,3780,30,57,5040,10,96,75,1,1,1,2
547,1,1,3,1,112,5040,60,54,5040,20,96,60,1,1,1,2
548,1,1,3,1,133,5040,30,57,5460,30,96,97,1,1,1,2
549,1,1,3,1,112,4200,60,57,6720,30,120,75,1,1,1,2
550,1,1,1,1,77,5040,120,22,5460,20,117,120,1,1,1,2
551,1,1,1,1,70,5040,30,19,5040,10,117,156,1,1,1,2
552,1,1,1,1,91,5040,60,26,6720,30,117,96,1,1,1,1
553,1,1,1,1,70,4200,30,22,6720,20,72,96,1,1,1,1
554,1,1,1,1,91,3780,60,22,5040,20,90,156,1,1,1,1
555,1,1,1,1,77,3780,120,19,6720,10,90,96,1,1,1,1
556,1,1,1,1,70,5040,120,26,6720,10,72,120,1,1,1,2
557,1,1,1,1,70,3780,30,26,5460,30,90,120,1,1,1,1
558,1,1,1,1,91,4200,60,19,5460,10,72,120,1,1,1,2
559,1,1,2,1,117,4200,30,54,5040,10,80,24,1,1,1,2
560,1,1,2,1,117,4200,120,50,6720,10,104,39,1,1,1,2
561,1,1,2,1,117,3780,30,47,6720,20,104,30,1,1,1,1
562,1,1,2,1,96,3780,60,47,6720,30,64,39,1,1,1,2
563,1,1,2,1,103,4200,30,47,5460,30,104,24,1,1,1,2
564,1,1,2,1,103,3780,30,50,5040,10,64,30,1,1,1,2
565,1,1,2,1,103,5040,60,47,5040,20,64,24,1,1,1,2
566,1,1,2,1,117,5040,30,50,5460,30,64,39,1,1,1,2
567,1,1,2,1,103,4200,60,50,6720,30,80,30,1,1,1,2
568,1,1,3,1,136,5040,120,81,5460,20,104,50,1,1,1,2
569,1,1,3,1,125,5040,30,78,5040,10,104,65,1,1,1,2
570,1,1,3,1,158,5040,60,85,6720,30,104,40,1,1,1,1
571,1,1,3,1,125,4200,30,81,6720,20,64,40,1,1,1,1
572,1,1,3,1,158,3780,60,81,5040,20,80,65,1,1,1,1
573,1,1,3,1,136,3780,120,78,6720,10,80,40,1,1,1,1
574,1,1,3,1,125,5040,120,85,6720,10,64,50,1,1,1,1
575,1,1,3,1,125,3780,30,85,5460,30,80,50,1,1,1,1
576,1,1,3,1,158,4200,60,78,5460,10,64,50,1,1,1,1
577,1,1,3,1,102,5040,120,49,5460,20,78,100,1,1,1,2
578,1,1,3,1,93,5040,30,46,5040,10,78,130,1,1,1,2
579,1,1,3,1,120,5040,60,53,6720,30,78,80,1,1,1,2
580,1,1,3,1,93,4200,30,49,6720,20,48,80,1,1,1,1
581,1,1,3,1,120,3780,60,49,5040,20,60,130,1,1,1,2
582,1,1,3,1,102,3780,120,46,6720,10,60,80,1,1,1,2
583,1,1,3,1,93,5040,120,53,6720,10,48,100,1,1,1,2
584,1,1,3,1,93,3780,30,53,5460,30,60,100,1,1,1,2
585,1,1,3,1,120,4200,60,46,5460,10,48,100,1,1,1,2
586,1,1,3,1,107,5040,120,52,5460,20,156,80,1,1,1,2
587,1,1,3,1,100,5040,30,49,5040,10,156,104,1,1,1,2
588,1,1,3,1,121,5040,60,56,6720,30,156,64,1,1,1,2
589,1,1,3,1,100,4200,30,52,6720,20,96,64,1,1,1,2
590,1,1,3,1,121,3780,60,52,5040,20,120,104,1,1,1,2
591,1,1,3,1,107,3780,120,49,6720,10,120,64,1,1,1,2
592,1,1,3,1,100,5040,120,56,6720,10,96,80,1,1,1,2
593,1,1,3,1,100,3780,30,56,5460,30,120,80,1,1,1,2
594,1,1,3,1,121,4200,60,49,5460,10,96,80,1,1,1,2
595,1,1,3,1,126,5040,120,56,5040,30,100,150,1,1,1,2
596,1,1,3,1,105,3780,120,59,5040,30,130,120,1,1,1,2
597,1,1,3,1,126,3780,120,63,5460,20,80,120,1,1,1,2
598,1,1,3,1,112,3780,60,63,5460,10,130,195,1,1,1,2
599,1,1,3,1,112,4200,120,63,5040,30,80,195,1,1,1,2
600,1,1,3,1,105,4200,60,63,5040,20,130,150,1,1,1,2
601,1,1,3,1,105,5040,60,59,5460,10,100,120,1,1,1,2
602,1,1,3,1,105,4200,120,56,5460,20,100,195,1,1,1,2
603,1,1,3,1,112,5040,30,63,6720,20,100,195,1,1,1,2
604,1,1,4,1,132,5040,120,77,5460,20,117,65,1,1,1,2
605,1,1,4,1,122,5040,30,74,5040,10,117,84,1,1,1,2
606,1,1,4,1,122,4200,30,77,6720,20,72,52,1,1,1,1
607,1,1,4,1,152,5040,60,81,6720,30,117,52,1,1,1,1
608,1,1,4,1,152,3780,60,77,5040,20,90,84,1,1,1,2
609,1,1,4,1,132,3780,120,74,6720,10,90,52,1,1,1,1
610,1,1,4,1,122,5040,120,81,6720,10,72,65,1,1,1,1
611,1,1,4,1,122,3780,30,81,5460,30,90,65,1,1,1,1
612,1,1,4,1,152,4200,60,74,5460,10,72,65,1,1,1,1
613,1,3,2,1,167,4200,30,103,5040,10,80,120,1,1,1,1
614,1,3,2,1,167,4200,120,99,6720,10,104,195,1,1,1,2
615,1,3,2,1,167,3780,30,96,6720,20,104,150,1,1,1,2
616,1,3,2,1,126,3780,60,96,6720,30,64,195,1,1,1,2
617,1,3,2,1,140,4200,30,96,5460,30,104,120,1,1,1,2
618,1,3,2,1,140,3780,30,99,5040,10,64,150,1,1,1,2
619,1,3,2,1,140,5040,60,96,5040,20,64,120,1,1,1,2
620,1,3,2,1,167,5040,30,99,5460,30,64,195,1,1,1,2
621,1,3,2,1,140,4200,60,99,6720,30,80,150,1,1,1,2
622,1,1,3,1,136,4200,30,67,5040,10,70,36,1,1,1,2
623,1,1,3,1,136,3780,30,60,6720,20,91,45,1,1,1,1
624,1,1,3,1,136,4200,120,63,6720,10,91,58,1,1,1,1
625,1,1,3,1,106,3780,60,60,6720,30,56,58,1,1,1,1
626,1,1,3,1,116,4200,30,60,5460,30,91,36,1,1,1,2
627,1,1,3,1,116,5040,60,60,5040,20,56,36,1,1,1,2
628,1,1,3,1,116,3780,30,63,5040,10,56,45,1,1,1,2
629,1,1,3,1,136,5040,30,63,5460,30,56,58,1,1,1,2
630,1,1,3,1,116,4200,60,63,6720,30,70,45,1,1,1,1
631,1,1,4,1,94,5040,120,39,5460,20,97,25,1,1,1,1
632,1,1,4,1,86,5040,30,36,5040,10,97,32,1,1,1,1
633,1,1,4,1,111,5040,60,43,6720,30,97,20,1,1,1,3
634,1,1,4,1,86,4200,30,39,6720,20,60,20,1,1,1,1
635,1,1,4,1,111,3780,60,39,5040,20,75,32,1,1,1,3
636,1,1,4,1,94,3780,120,36,6720,10,75,20,1,1,1,3
637,1,1,4,1,86,5040,120,43,6720,10,60,25,1,1,1,3
638,1,1,4,1,86,3780,30,43,5460,30,75,25,1,1,1,1
639,1,1,4,1,111,4200,60,36,5460,10,60,25,1,1,1,3
640,1,1,3,0,103,179,120,33,179,30,60,40,1,1,1,2
641,1,1,3,0,82,134,120,36,179,30,78,32,1,1,1,2
642,1,1,3,0,103,134,120,40,194,20,48,32,1,1,1,2
643,1,1,3,0,89,134,60,40,194,10,78,52,1,1,1,1
644,1,1,3,0,89,149,120,40,179,30,48,52,1,1,1,2
645,1,1,3,0,82,149,60,40,179,20,78,40,1,1,1,2
646,1,1,3,0,82,179,60,36,194,10,60,32,1,1,1,2
647,1,1,3,0,82,149,120,33,194,20,60,52,1,1,1,2
648,1,1,3,0,89,179,30,40,238,20,60,52,1,1,1,1
649,1,1,3,1,97,266,120,44,289,20,78,40,1,1,1,2
650,1,1,3,1,90,266,30,41,266,10,78,52,1,1,1,2
651,1,1,3,1,111,266,60,48,355,30,78,32,1,1,1,2
652,1,1,3,1,90,222,30,44,355,20,48,32,1,1,1,2
653,1,1,3,1,111,200,60,44,266,20,60,52,1,1,1,2
654,1,1,3,1,97,200,120,41,355,10,60,32,1,1,1,2
655,1,1,3,1,90,266,120,48,355,10,48,40,1,1,1,2
656,1,1,3,1,90,200,30,48,289,30,60,40,1,1,1,2
657,1,1,3,1,111,222,60,41,289,10,48,40,1,1,1,2
658,1,1,2,0,115,271,120,91,294,20,117,45,1,1,1,2
659,1,1,2,0,131,271,60,93,362,30,117,36,1,1,1,2
660,1,1,2,0,107,271,30,89,271,10,117,58,1,1,1,2
661,1,1,2,0,107,226,30,91,362,20,72,36,1,1,1,3
662,1,1,2,0,131,203,60,91,271,20,90,58,1,1,1,2
663,1,1,2,0,107,271,120,93,362,10,72,45,1,1,1,3
664,1,1,2,0,115,203,120,89,362,10,90,36,1,1,1,2
665,1,1,2,0,131,226,60,89,294,10,72,45,1,1,1,3
666,1,1,2,0,107,203,30,93,294,30,90,45,1,1,1,3
667,2,0,3,0,215,62,120,135,64,30,150,65,1,1,1,2
668,2,0,3,0,164,47,120,138,52,30,195,52,1,1,1,2
669,2,0,3,0,215,47,120,142,53,20,120,52,1,1,1,2
670,2,0,3,0,181,47,60,142,53,10,195,84,1,1,1,2
671,2,0,3,0,181,52,120,142,56,30,120,84,1,1,1,2
672,2,0,3,0,164,52,60,142,56,20,195,65,1,1,1,2
673,2,0,3,0,164,62,60,138,66,10,150,52,1,1,1,2
674,2,0,3,0,164,52,120,135,57,20,150,84,1,1,1,2
675,2,0,3,0,181,62,30,142,72,20,150,84,1,1,1,2
676,2,1,2,0,162,40,30,87,45,10,120,48,1,1,1,2
677,2,1,2,0,162,40,120,83,52,10,156,78,1,1,1,2
678,2,1,2,0,162,36,30,80,49,20,156,60,1,1,1,2
679,2,1,2,0,126,36,60,80,49,30,96,78,1,1,1,2
680,2,1,2,0,138,40,30,80,46,30,156,48,1,1,1,2
681,2,1,2,0,138,36,30,83,42,10,96,60,1,1,1,2
682,2,1,2,0,138,48,60,80,50,20,96,48,1,1,1,2
683,2,1,2,0,162,48,30,83,52,30,96,78,1,1,1,2
684,2,1,2,0,138,40,60,83,52,30,120,60,1,1,1,2
685,2,1,3,0,136,38,30,65,43,10,90,40,1,1,1,2
686,2,1,3,0,136,38,120,61,52,10,117,65,1,1,1,2
687,2,1,3,0,136,34,30,58,48,20,117,50,1,1,1,2
688,2,1,3,0,106,34,60,58,48,30,72,65,1,1,1,2
689,2,1,3,0,116,38,30,58,45,30,117,40,1,1,1,1
690,2,1,3,0,116,34,30,61,40,10,72,50,1,1,1,2
691,2,1,3,0,116,46,60,58,48,20,72,40,1,1,1,3
692,2,1,3,0,136,46,30,61,50,30,72,65,1,1,1,2
693,2,1,3,0,116,38,60,61,52,30,90,50,1,1,1,2
694,2,1,3,0,98,35,30,33,42,10,90,12,1,1,1,2
695,2,1,3,0,98,35,120,29,49,10,117,19,1,1,1,2
696,2,1,3,0,98,31,30,26,46,20,117,15,1,1,1,2
697,2,1,3,0,77,31,60,26,46,30,72,19,1,1,1,2
698,2,1,3,0,84,35,30,26,43,30,117,12,1,1,1,1
699,2,1,3,0,84,31,30,29,38,10,72,15,1,1,1,2
700,2,1,3,0,84,42,60,26,46,20,72,12,1,1,1,2
701,2,1,3,0,98,42,30,29,49,30,72,19,1,1,1,2
702,2,1,3,0,84,35,60,29,49,30,90,15,1,1,1,2
703,2,1,2,1,87,54,120,63,53,20,195,90,1,1,1,2
704,2,1,2,1,103,54,60,65,56,30,195,72,1,1,1,2
705,2,1,2,1,79,54,30,61,52,10,195,117,1,1,1,2
706,2,1,2,1,79,45,30,63,50,20,120,72,1,1,1,2
707,2,1,2,1,103,40,60,63,43,20,150,117,1,1,1,2
708,2,1,2,1,87,40,120,61,46,10,150,72,1,1,1,2
709,2,1,2,1,79,54,120,65,56,10,120,90,1,1,1,2
710,2,1,2,1,103,45,60,61,48,10,120,90,1,1,1,2
711,2,1,2,1,79,40,30,65,45,30,150,90,1,1,1,2
712,2,1,2,0,148,40,30,74,45,10,75,48,1,1,1,2
713,2,1,2,0,148,40,120,70,52,10,97,78,1,1,1,2
714,2,1,2,0,148,36,30,67,49,20,97,60,1,1,1,2
715,2,1,2,0,114,36,60,67,49,30,60,78,1,1,1,2
716,2,1,2,0,125,40,30,67,46,30,97,48,1,1,1,2
717,2,1,2,0,125,36,30,70,42,10,60,60,1,1,1,2
718,2,1,2,0,125,48,60,67,49,20,60,48,1,1,1,2
719,2,1,2,0,148,48,30,70,52,30,60,78,1,1,1,2
720,2,1,2,0,125,40,60,70,52,30,75,60,1,1,1,2
721,2,1,1,1,162,22,30,85,24,10,60,28,1,1,1,2
722,2,1,1,1,162,22,120,81,28,10,78,45,1,1,1,2
723,2,1,1,1,162,20,30,78,26,20,78,35,1,1,1,1
724,2,1,1,1,123,20,60,78,26,30,48,45,1,1,1,1
725,2,1,1,1,136,22,30,78,25,30,78,28,1,1,1,1
726,2,1,1,1,136,20,30,81,22,10,48,35,1,1,1,3
727,2,1,1,1,136,26,60,78,27,20,48,28,1,1,1,3
728,2,1,1,1,162,26,30,81,28,30,48,45,1,1,1,3
729,2,1,1,1,136,22,60,81,28,30,60,35,1,1,1,2
730,2,1,1,1,68,13,120,44,16,20,65,24,1,1,1,2
731,2,1,1,1,78,13,60,46,19,30,65,19,1,1,1,2
732,2,1,1,1,63,13,30,42,15,10,65,31,1,1,1,2
733,2,1,1,1,63,11,30,44,16,20,40,19,1,1,1,2
734,2,1,1,1,78,10,60,44,12,20,50,31,1,1,1,2
735,2,1,1,1,63,13,120,46,19,10,40,24,1,1,1,2
736,2,1,1,1,68,10,120,42,14,10,50,19,1,1,1,2
737,2,1,1,1,78,11,60,42,13,10,40,24,1,1,1,2
738,2,1,1,1,63,10,30,46,12,30,50,24,1,1,1,2
739,2,1,4,1,72,12,120,48,15,20,52,60,1,1,1,2
740,2,1,4,1,79,12,60,50,18,30,52,48,1,1,1,2
741,2,1,4,1,69,12,30,46,14,10,52,78,1,1,1,2
742,2,1,4,1,69,10,30,48,16,20,32,48,1,1,1,2
743,2,1,4,1,79,9,60,48,11,20,40,78,1,1,1,2
744,2,1,4,1,69,12,120,50,18,10,32,60,1,1,1,2
745,2,1,4,1,72,9,120,46,14,10,40,48,1,1,1,2
746,2,1,4,1,79,10,60,46,12,10,32,60,1,1,1,2
747,2,1,4,1,69,9,30,50,12,30,40,60,1,1,1,2
748,2,3,2,1,108,20,30,70,23,10,100,32,1,1,1,2
749,2,3,2,1,108,20,120,68,25,10,130,52,1,1,1,2
750,2,3,2,1,108,18,30,66,23,20,130,40,1,1,1,2
751,2,3,2,1,84,18,60,66,23,30,80,52,1,1,1,2
752,2,3,2,1,92,20,30,66,23,30,130,32,1,1,1,2
753,2,3,2,1,92,18,30,68,20,10,80,40,1,1,1,2
754,2,3,2,1,92,24,60,66,26,20,80,32,1,1,1,2
755,2,3,2,1,108,24,30,68,26,30,80,52,1,1,1,2
756,2,3,2,1,92,20,60,68,25,30,100,40,1,1,1,2
757,2,1,2,1,125,100,120,70,108,20,117,50,1,1,1,2
758,2,1,2,1,114,100,30,67,103,10,117,65,1,1,1,2
759,2,1,2,1,146,100,60,74,123,30,117,40,1,1,1,2
760,2,1,2,1,114,83,30,70,108,20,72,40,1,1,1,1
761,2,1,2,1,146,75,60,70,86,20,90,65,1,1,1,2
762,2,1,2,1,125,75,120,67,99,10,90,40,1,1,1,1
763,2,1,2,1,114,100,120,74,123,10,72,50,1,1,1,1
764,2,1,2,1,114,75,30,74,90,30,90,50,1,1,1,1
765,2,1,2,1,146,83,60,67,95,10,72,50,1,1,1,1
766,2,0,1,0,67,137,120,33,139,30,210,50,1,1,1,2
767,2,0,1,0,67,103,120,37,111,20,168,40,1,1,1,2
768,2,0,1,0,55,103,120,35,111,30,273,40,1,1,1,1
769,2,0,1,0,59,103,60,37,111,10,273,65,1,1,1,1
770,2,0,1,0,59,114,120,37,123,30,168,65,1,1,1,2
771,2,0,1,0,55,137,60,35,139,10,210,40,1,1,1,2
772,2,0,1,0,55,114,60,37,123,20,273,50,1,1,1,2
773,2,0,1,0,59,137,30,37,144,20,210,65,1,1,1,2
774,2,0,1,0,55,114,120,33,123,20,210,65,1,1,1,2
775,2,0,5,1,105,42,120,81,48,20,91,20,1,1,1,2
776,2,0,5,1,120,42,60,83,52,30,91,16,1,1,1,2
777,2,0,5,1,97,42,30,79,46,10,91,26,1,1,1,2
778,2,0,5,1,97,35,30,81,46,20,56,16,1,1,1,2
779,2,0,5,1,120,31,60,81,35,20,70,26,1,1,1,2
780,2,0,5,1,105,31,120,79,42,10,70,16,1,1,1,2
781,2,0,5,1,97,42,120,83,52,10,56,20,1,1,1,2
782,2,0,5,1,120,35,60,79,41,10,56,20,1,1,1,2
783,2,0,5,1,97,31,30,83,37,30,70,20,1,1,1,2
784,2,1,2,1,158,60,120,56,60,30,100,40,1,1,1,2
785,2,1,2,1,126,45,120,61,60,30,130,32,1,1,1,2
786,2,1,2,1,158,45,120,67,65,20,80,32,1,1,1,3
787,2,1,2,1,137,45,60,67,65,10,130,52,1,1,1,2
788,2,1,2,1,137,50,120,67,60,30,80,52,1,1,1,2
789,2,1,2,1,126,50,60,67,60,20,130,40,1,1,1,3
790,2,1,2,1,126,60,60,61,65,10,100,32,1,1,1,3
791,2,1,2,1,126,50,120,56,65,20,100,52,1,1,1,2
792,2,1,2,1,137,60,30,67,80,20,100,52,1,1,1,3
793,2,0,2,1,81,3120,120,26,3380,20,78,45,1,1,1,2
794,2,0,2,1,74,3120,30,23,3120,10,78,58,1,1,1,2
795,2,0,2,1,95,3120,60,30,4160,30,78,36,1,1,1,3
796,2,0,2,1,74,2600,30,26,4160,20,48,36,1,1,1,1
797,2,0,2,1,95,2340,60,26,3120,20,60,58,1,1,1,2
798,2,0,2,1,81,2340,120,23,4160,10,60,36,1,1,1,3
799,2,0,2,1,74,3120,120,30,4160,10,48,45,1,1,1,3
